Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount
ORD0436,2025-05-07,CUST049,PROD015,4,4980.81,10
ORD0437,2025-04-07,CUST020,PROD018,1,4823.68,0
ORD0438,2025-11-11,CUST085,PROD027,1,5292.26,5
ORD0439,2025-02-21,CUST027,PROD005,5,19076.31,0
ORD0440,2025-12-11,CUST058,PROD039,1,16315.69,5
ORD0441,2025-07-25,CUST095,PROD003,4,14642.9,5
ORD0442,2025-01-29,CUST070,PROD014,2,18757.42,20
ORD0443,2025-10-22,CUST038,PROD015,3,4980.81,20
ORD0444,2025-06-14,CUST077,PROD044,2,7156.42,10
ORD0445,2025-09-24,CUST019,PROD043,2,7286.43,15
ORD0446,2025-02-01,CUST039,PROD018,5,4823.68,20
ORD0447,2025-11-17,CUST095,PROD012,4,18280.36,20
ORD0448,2025-06-26,CUST064,PROD004,4,5923.75,20
ORD0449,2025-08-02,CUST041,PROD045,4,6779.36,5
ORD0450,2025-04-05,CUST039,PROD025,5,776.12,15
ORD0451,2025-06-03,CUST031,PROD015,2,4980.81,15
ORD0452,2025-07-31,CUST008,PROD036,4,17729.88,20
ORD0453,2025-07-18,CUST068,PROD009,2,9936.78,10
ORD0454,2025-11-28,CUST027,PROD022,1,6075.56,15
ORD0455,2025-10-02,CUST048,PROD006,2,18949.89,0
ORD0456,2025-12-11,CUST035,PROD025,5,776.12,20
ORD0457,2025-04-07,CUST006,PROD005,5,19076.31,20
ORD0458,2025-04-17,CUST028,PROD031,3,10213.09,10
ORD0459,2025-04-08,CUST002,PROD014,1,18757.42,15
ORD0460,2025-11-06,CUST032,PROD045,2,6779.36,15
ORD0461,2025-06-14,CUST031,PROD036,3,17729.88,15
ORD0462,2025-11-29,CUST060,PROD035,3,17952.74,10
ORD0463,2025-09-20,CUST034,PROD024,4,18756.89,15
ORD0464,2025-06-13,CUST013,PROD031,2,10213.09,10
ORD0465,2025-01-24,CUST041,PROD027,5,5292.26,5
ORD0466,2025-01-09,CUST095,PROD010,3,20202.77,20
ORD0467,2025-08-02,CUST075,PROD038,3,8022.98,5
ORD0468,2025-04-28,CUST026,PROD022,4,6075.56,20
ORD0469,2025-10-09,CUST032,PROD032,3,20191.92,10
ORD0470,2025-11-25,CUST098,PROD032,4,20191.92,15
ORD0471,2025-03-28,CUST022,PROD023,2,11023.38,20
ORD0472,2025-10-05,CUST063,PROD012,1,18280.36,20
ORD0473,2025-12-09,CUST005,PROD005,1,19076.31,0
ORD0474,2025-11-19,CUST053,PROD009,2,9936.78,0
ORD0475,2025-01-05,CUST091,PROD010,2,20202.77,20
ORD0476,2025-01-31,CUST059,PROD024,5,18756.89,20
ORD0477,2025-09-07,CUST062,PROD043,1,7286.43,0
ORD0478,2025-07-30,CUST069,PROD036,1,17729.88,0
ORD0479,2025-10-02,CUST068,PROD018,3,4823.68,0
ORD0480,2025-12-12,CUST065,PROD045,4,6779.36,5
ORD0481,2025-09-26,CUST014,PROD007,2,4417.67,5
ORD0482,2025-09-27,CUST025,PROD040,3,13113.99,10
ORD0483,2025-02-10,CUST035,PROD026,3,5430.78,15
ORD0484,2025-05-05,CUST059,PROD037,2,16997.44,10
ORD0485,2025-12-01,CUST088,PROD006,1,18949.89,0
ORD0486,2025-07-13,CUST052,PROD025,5,776.12,15
ORD0487,2025-01-05,CUST008,PROD041,2,16821.67,0
ORD0488,2025-11-27,CUST064,PROD028,3,12987.12,20
ORD0489,2025-01-22,CUST013,PROD034,2,8449.95,5
ORD0490,2025-09-01,CUST089,PROD037,3,16997.44,0
ORD0491,2025-05-24,CUST010,PROD044,5,7156.42,20
ORD0492,2025-04-02,CUST085,PROD003,3,14642.9,0
ORD0493,2025-03-15,CUST027,PROD038,4,8022.98,0
ORD0494,2025-10-16,CUST039,PROD011,2,5303.02,20
ORD0495,2025-10-04,CUST050,PROD044,3,7156.42,15
ORD0496,2025-12-19,CUST097,PROD009,1,9936.78,20
ORD0497,2025-01-28,CUST096,PROD023,1,11023.38,15
ORD0498,2025-06-24,CUST030,PROD005,5,19076.31,20
ORD0499,2025-06-17,CUST077,PROD026,1,5430.78,10
ORD0500,2025-04-27,CUST058,PROD032,3,20191.92,20
